Name,SOS#,Assn Type,# of Units,Telephone,Address1,Address2,City,State,Zip Code,County,Address1_clean,Address2_Normalized,Firm_Normalized,Phone_Normalized,Firm_ByPhone,Firm_ByAddress,Firm_Final,Name_Changed_Flag
Topaz Springs Homeowners Association,17086-2000,REG,38,(702) 754-0000,"Integrity Based Management, Llc",2920 N Green Valley Pkwy #821,Henderson,NV,89014,Clark,"INTEGRITY BASED MANAGEMENT, LLC",2920 n green valley pkwy 821,integrity based management,7027540000,integrity based management,integrity based management,integrity based management,False
Torrey Pines Estates Homeowners Association,7586-2004,REG,66,(702) 851-7660,Nicklin Community Management Services,375 N Stephanie St Ste 911,Henderson,NV,89014,Clark,NICKLIN COMMUNITY MANAGEMENT SERVICES,375 n stephanie st,nicklin community management service,7028517660,nicklin community management service,nicklin community management service,nicklin community management service,False
Torrey Pines Heights Homeowners Association,3016102019-9,REG,31,(702) 531-3382,Camco,Po Box 400518,Las Vegas,NV,89140,Clark,CAMCO,po box 400518,camco,7025313382,camco,camco,camco,False
Torrey Pines Homeowners Association,7240-1981,REG,147,(702) 365-6720,First Columbia Community Management Inc,Po Box 28759,Las Vegas,NV,89126,Clark,FIRST COLUMBIA COMMUNITY MANAGEMENT INC,po box 28759,first columbia community management,7023656720,first columbia community management,first columbia community management,first columbia community management,False
Torrey Pines Ranch Estates Homeowners Association,14082-2000,REG,33,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
Toscana Community Association,18355-2000,SUB,480,(775) 331-5033,Equus Management Group,"5480 Reno Corporate Dr., Ste. 100",Reno,NV,89511,Washoe,EQUUS MANAGEMENT GROUP,5480 reno corporate dr,equu management group,7753315033,equu management group,equu management group,equu management group,False
"Toscana Owners Association, Inc.",19730-2002,SUB,120,(702) 361-6640,Olympia Management Services,11411 Southern Highlands Pkwy Ste 100,Las Vegas,NV,89141,Clark,OLYMPIA MANAGEMENT SERVICES,11411 southern highland pkwy,olympia management service,7023616640,olympia management service,olympia management service,olympia management service,False
Toscana Vineyards @ Southern Highlands,SAME AS MASTER,SAM,248,,Olympia Management Services,11411 Southern Highlands Pkwy Ste 120,Las Vegas,NV,89141,Clark,OLYMPIA MANAGEMENT SERVICES,11411 southern highland pkwy,olympia management service,,,olympia management service,olympia management service,False
Toscano River Townhomes Association Inc,0442062006-0,REG,12,(775) 515-4242,Nevada Community Management,704 West Nye Ln Ste 101,Carson City,NV,89703,Carson City,NEVADA COMMUNITY MANAGEMENT,704 w nye ln,nevada community management,7755154242,nevada community management,nevada community management,nevada community management,False
Tournament Hills Community Association,9423-1991,SUB,134,(702) 433-0149,Level Property Management,8966 Spanish Ridge Ave Ste 100,Las Vegas,NV,89148,Clark,LEVEL PROPERTY MANAGEMENT,8966 spanish ridge ave,level property management,7024330149,level property management,level property management,level property management,False
Town Center Estates Community Association,10764-2003,REG,397,(702) 933-7764,"Real Properties Management Group, Inc",P O Box 95606,Las Vegas,NV,89193,Clark,"REAL PROPERTIES MANAGEMENT GROUP, INC",p o box 95606,real propertie management group,7029337764,real propertie management group,real propertie management group,real propertie management group,False
Town Center Village Community Association,10765-2003,REG,465,(702) 767-9993,Epic Association Management,8712 Spanish Ridge Ave,Las Vegas,NV,89148,Clark,EPIC ASSOCIATION MANAGEMENT,8712 spanish ridge ave,epic association management,7027679993,epic association management,epic association management,epic association management,False
Town Center'S Homeowners' Association,5019342020-5,REG,220,(702) 362-6262,Terra West Management Services,6655 S Cimmarron Rd Ste 200,Las Vegas,NV,89113,Clark,TERRA WEST MANAGEMENT SERVICES,6655 s cimmarron rd,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
"Townes At Monterra Homeowners Association, The",4778702020-2,REG,46,(775) 853-9777,Terra West Management Services,1575 Delucchi Ln #103,Reno,NV,89502,Carson City,TERRA WEST MANAGEMENT SERVICES,1575 delucchi ln 103,terra west management service,7758539777,terra west management service,terra west management service,terra west management service,False
"Townhomes At Ruby View Homeowners Association, The",23429682022-1,REG,10,(775) 934-4710,Kelly Builders Llc,Po Box 433,Elko,NV,89803,Elko,KELLY BUILDERS LLC,po box 433,kelly builder,7759344710,kelly builder,kelly builder,kelly builder,False
Townhouse Greens Association Inc,1108-1970,REG,240,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville Street,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Townhouse South Association Inc,1420-1972,REG,104,(775) 329-7070,Reno Property Management Ltd,"1575 Delucchi Lane, Ste 224",Reno,NV,89502,Washoe,RENO PROPERTY MANAGEMENT LTD,1575 delucchi lane,reno property management,7753297070,reno property management,reno property management,reno property management,False
"Townhouses At Holcomb Place Homeowners Association, The",0433382008-9,REG,16,(775) 515-4242,Nevada Community Management,300 E 2Nd St Ste 1510,Reno,NV,89501,Washoe,NEVADA COMMUNITY MANAGEMENT,300 e 2nd st,nevada community management,7755154242,nevada community management,nevada community management,nevada community management,False
Traccia Community Association,12870-2004,SUB,335,(702) 737-3360,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027373360,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Traditions Homeowners Association,15991-2004,REG,268,(702) 932-6856,Firstservice Residential Nevada Llc,2590 N Nature Park Ste 100,Las Vegas,NV,89084,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,2590 n nature park,firstservice residential nevada,7029326856,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Traditions I Homeowners Association,1055-1991,REG,20,(702) 458-2580,Colonial Property Management,8595 S Eastern Ave,Las Vegas,NV,89123,Clark,COLONIAL PROPERTY MANAGEMENT,8595 s eastern ave,colonial property management,7024582580,colonial property management,colonial property management,colonial property management,False
"Traditions Village 1 Homeowners Association, Inc.",24688632022-2,REG,562,(702) 835-6904,The Management Trust,8485 W. Sunset Rd Ste 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Trail Ridge Community Association,0079112006-6,REG,210,(702) 835-6904,The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Trails At Diamond Ranch Homeowners Association,30430792023-6,REG,99,(702) 795-3344,Associa Nevada South,7670 W Lake Mead Blvd Ste 100,Las Vegas,NV,89128,Clark,ASSOCIA NEVADA SOUTH,7670 w lake mead blvd,associa,7027953344,associa,associa,associa,False
Trailside Point Property Owners Association,4582-1988,SUB,132,(702) 992-7211,Desert Living Inc,8925 S. Pecos Rd Ste 15A,Henderson,NV,89074,Clark,DESERT LIVING INC,8925 s peco rd,desert living,7029927211,desert living,desert living,desert living,False
Trailside Subdivision Homeowners Association,0269152006-0,REG,66,(702) 345-2200,Colonial Property Management,736 W Pioneer Blvd Ste 200,Mesquite,NV,89027,Clark,COLONIAL PROPERTY MANAGEMENT,736 w pioneer blvd,colonial property management,7023452200,colonial property management,colonial property management,colonial property management,False
Trailways Southwest Homeowners Association,21235352022-5,REG,100,(702) 835-6904,The Management Trust,8485 W Sunset Rd Ste 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Trailwood Homeowners Association,0096672005-2,REG,51,(702) 222-2391,Nevada Community Management,5550 Painted Mirage Rd Ste 380,Las Vegas,NV,89149,Clark,NEVADA COMMUNITY MANAGEMENT,5550 painted mirage rd,nevada community management,7022222391,nevada community management,nevada community management,nevada community management,False
Tramonto Community Association,21359-2002,SUB,48,(702) 362-6262,Terra West Management Services,6655 S Cimarron Rd Ste 200,Las Vegas,NV,89113,Clark,TERRA WEST MANAGEMENT SERVICES,6655 s cimarron rd,terra west management service,7023626262,terra west management service,terra west management service,terra west management service,False
Tramonto Villaggio Homeowners Association,2016-2005,SUB,136,(702) 767-9993,Epic Association Management,8712 Spanish Ridge Ave,Las Vegas,NV,89148,Clark,EPIC ASSOCIATION MANAGEMENT,8712 spanish ridge ave,epic association management,7027679993,epic association management,epic association management,epic association management,False
Travata And Montage At Summerlin Centre Homeowners' Association,0702602005-0,SUB,220,(702) 737-8580,Firstservice Residential Nevada Llc,8290 Arville St,Las Vegas,NV,89139,Clark,FIRSTSERVICE RESIDENTIAL NEVADA LLC,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Traverse Point Landscape Maintenance Association Inc,2376-2002,MSTR,1200,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Treasures Landscape Maintenance Association,26049-1999,REG,162,(702) 754-6313,Sierra Community Management,8020 W Sahara Ave Ste 260,Las Vegas,NV,89117,Clark,SIERRA COMMUNITY MANAGEMENT,8020 w sahara ave,sierra community management,7027546313,sierra community management,sierra community management,sierra community management,False
Tremezzo At Lake Las Vegas Homeowners' Association,0154302007-2,SUB,73,(702) 405-3300,Pinnacle Community Association Management,9330 W. Sahara Ave Ste 210,Las Vegas,NV,89117,Clark,PINNACLE COMMUNITY ASSOCIATION MANAGEMENT,9330 w sahara ave,pinnacle community association management,7024053300,pinnacle community association management,pinnacle community association management,pinnacle community association management,False
Treo North And South Homeowner Association,24440-2004,REG,195,(702) 736-9450,Taylor Association Management,259 N Pecos Rd Ste 100,Henderson,NV,89074,Clark,TAYLOR ASSOCIATION MANAGEMENT,259 n peco rd,taylor association management,7027369450,taylor association management,taylor association management,taylor association management,False
Tresor Homeowners Association,11260862020-6,REG,122,(702) 835-6904,The Management Trust,8485 W Sunset Rd Suite 100,Las Vegas,NV,89113,Clark,THE MANAGEMENT TRUST,8485 w sunset rd,the management trust,7028356904,the management trust,the management trust,the management trust,False
Treviso Estates Homeowners Association,0348892013-3,REG,20,(702) 395-2399,Triton Hoa Services Llc,10501 W Gowan Rd Suite 260,Las Vegas,NV,89129,Clark,TRITON HOA SERVICES LLC,10501 w gowan rd,triton hoa service,7023952399,triton hoa service,triton hoa service,triton hoa service,False
Treviso Homeowners' Association,17772-2004,SUB,164,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Triana Homeowners Association,1009-2003,SUB,163,(702) 737-8580,First Service Residential,8290 Arville Street,Las Vegas,NV,89139,Clark,FIRST SERVICE RESIDENTIAL,8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Triana North Homeowners Association,22428-2003,REG,133,(775) 626-7333,Associa Sierra North,10509 Professional Cir Ste 200,Reno,NV,89521,Washoe,ASSOCIA SIERRA NORTH,10509 professional cir,associa,7756267333,associa,associa,associa,False
Triana South Homeowners Association,6938-2004,REG,42,(775) 853-9777,Terra West Management Services,"1575 Delucchi Lane, Suite 103",Reno,NV,89502,Washoe,TERRA WEST MANAGEMENT SERVICES,1575 delucchi lane,terra west management service,7758539777,terra west management service,reno property management,terra west management service,False
Tribute Trails Homeowners Association,38111452024-1,SUB,206,(702) 848-3418,Sage Management,"7455 Arroyo Crossing Pkwy, Suite 220",Las Vegas,NV,89113,Clark,SAGE MANAGEMENT,7455 arroyo crossing pkwy,sage management,7028483418,sage management,sage management,sage management,False
Triple Crown Estates Homeowners Association,0430912007-0,REG,34,(702) 982-2587,Nevada'S Finest Properties Llc,3568 E. Russell Rd,Las Vegas,NV,89120,Clark,NEVADA'S FINEST PROPERTIES LLC,3568 e russell rd,nevada finest propertie,7029822587,nevada finest propertie,nevada finest propertie,nevada finest propertie,False
Tripoly At King'S Hill Homeowners Association,0126502005-0,REG,150,(702) 737-8580,"Firstservice Residential, Nevada, Llc",8290 Arville St,Las Vegas,NV,89139,Clark,"FIRSTSERVICE RESIDENTIAL, NEVADA, LLC",8290 arville st,firstservice residential nevada,7027378580,firstservice residential nevada,firstservice residential nevada,firstservice residential nevada,False
Tripoly At Stephanie Homeowners Association,12187-2004,REG,171,(702) 737-8580,Epic Association Management,8712 Spanish Ridge Ave,Las Vegas,NV,89148,Clark,EPIC ASSOCIATION MANAGEMENT,8712 spanish ridge ave,epic association management,7027378580,firstservice residential nevada,epic association management,epic association management,False
